PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
2845937Actual-ConsumedMaterialconsumed295.9980000000g,2845937Actual-Consumed,,Material consumed,295.9980000000,g
2845947Actual-ConsumedMaterialconsumed295.9980000000g,2845947Actual-Consumed,,Material consumed,295.9980000000,g
2845957Actual-ConsumedMaterialconsumed297.0000000000g,2845957Actual-Consumed,,Material consumed,297.0000000000,g
2845967Actual-ConsumedMaterialconsumed289.0020000000g,2845967Actual-Consumed,,Material consumed,289.0020000000,g
2846000Actual-ConsumedMaterialconsumed623.0000000000g,2846000Actual-Consumed,,Material consumed,623.0000000000,g
2846009Actual-ConsumedMaterialconsumed615.0000000000g,2846009Actual-Consumed,,Material consumed,615.0000000000,g
2846026Actual-ConsumedMaterialconsumed520.0000000000g,2846026Actual-Consumed,,Material consumed,520.0000000000,g
2846035Actual-ConsumedMaterialconsumed533.0000000000g,2846035Actual-Consumed,,Material consumed,533.0000000000,g
2846236Actual-ConsumedMaterialconsumed501.0000000000g,2846236Actual-Consumed,,Material consumed,501.0000000000,g
2846246Actual-ConsumedMaterialconsumed501.0000000000g,2846246Actual-Consumed,,Material consumed,501.0000000000,g
2846256Actual-ConsumedMaterialconsumed499.9980000000g,2846256Actual-Consumed,,Material consumed,499.9980000000,g
2846266Actual-ConsumedMaterialconsumed498.0000000000g,2846266Actual-Consumed,,Material consumed,498.0000000000,g
2846379Actual-ConsumedMaterialconsumed630.0000000000g,2846379Actual-Consumed,,Material consumed,630.0000000000,g
2846388Actual-ConsumedMaterialconsumed631.0000000000g,2846388Actual-Consumed,,Material consumed,631.0000000000,g
2846398Actual-ConsumedMaterialconsumed530.0000000000g,2846398Actual-Consumed,,Material consumed,530.0000000000,g
2846407Actual-ConsumedMaterialconsumed534.0000000000g,2846407Actual-Consumed,,Material consumed,534.0000000000,g
2846480Actual-ConsumedMaterialconsumed484.9980000000g,2846480Actual-Consumed,,Material consumed,484.9980000000,g
2846490Actual-ConsumedMaterialconsumed484.9980000000g,2846490Actual-Consumed,,Material consumed,484.9980000000,g
2846500Actual-ConsumedMaterialconsumed493.9980000000g,2846500Actual-Consumed,,Material consumed,493.9980000000,g
2846510Actual-ConsumedMaterialconsumed496.0020000000g,2846510Actual-Consumed,,Material consumed,496.0020000000,g
2846672Actual-ConsumedMaterialconsumed632.0000000000g,2846672Actual-Consumed,,Material consumed,632.0000000000,g
2846681Actual-ConsumedMaterialconsumed626.0000000000g,2846681Actual-Consumed,,Material consumed,626.0000000000,g
2846690Actual-ConsumedMaterialconsumed531.0000000000g,2846690Actual-Consumed,,Material consumed,531.0000000000,g
2846699Actual-ConsumedMaterialconsumed524.0000000000g,2846699Actual-Consumed,,Material consumed,524.0000000000,g
2846725Actual-ConsumedMaterialconsumed946.0000000000g,2846725Actual-Consumed,,Material consumed,946.0000000000,g
2846735Actual-ConsumedMaterialconsumed947.0000000000g,2846735Actual-Consumed,,Material consumed,947.0000000000,g
2846966Actual-ConsumedMaterialconsumed627.0000000000g,2846966Actual-Consumed,,Material consumed,627.0000000000,g
2846975Actual-ConsumedMaterialconsumed632.0000000000g,2846975Actual-Consumed,,Material consumed,632.0000000000,g
2846984Actual-ConsumedMaterialconsumed531.0000000000g,2846984Actual-Consumed,,Material consumed,531.0000000000,g
2846993Actual-ConsumedMaterialconsumed533.0000000000g,2846993Actual-Consumed,,Material consumed,533.0000000000,g
2847025Actual-ConsumedMaterialconsumed481.0020000000g,2847025Actual-Consumed,,Material consumed,481.0020000000,g
2847047Actual-ConsumedMaterialconsumed478.9980000000g,2847047Actual-Consumed,,Material consumed,478.9980000000,g
2847057Actual-ConsumedMaterialconsumed475.0020000000g,2847057Actual-Consumed,,Material consumed,475.0020000000,g
2847067Actual-ConsumedMaterialconsumed477.0000000000g,2847067Actual-Consumed,,Material consumed,477.0000000000,g
2847333Actual-ConsumedMaterialconsumed1072.0000000000g,2847333Actual-Consumed,,Material consumed,1072.0000000000,g
2847343Actual-ConsumedMaterialconsumed1068.0000000000g,2847343Actual-Consumed,,Material consumed,1068.0000000000,g
2847431Actual-ConsumedMaterialconsumed760.0000000000g,2847431Actual-Consumed,,Material consumed,760.0000000000,g
2847441Actual-ConsumedMaterialconsumed763.0000000000g,2847441Actual-Consumed,,Material consumed,763.0000000000,g
2847514Actual-ConsumedMaterialconsumed509.0000000000g,2847514Actual-Consumed,,Material consumed,509.0000000000,g
2847523Actual-ConsumedMaterialconsumed498.0000000000g,2847523Actual-Consumed,,Material consumed,498.0000000000,g
2847532Actual-ConsumedMaterialconsumed421.0000000000g,2847532Actual-Consumed,,Material consumed,421.0000000000,g
2847541Actual-ConsumedMaterialconsumed426.0000000000g,2847541Actual-Consumed,,Material consumed,426.0000000000,g
2847818Actual-ConsumedMaterialconsumed960.0000000000g,2847818Actual-Consumed,,Material consumed,960.0000000000,g
2847828Actual-ConsumedMaterialconsumed960.0000000000g,2847828Actual-Consumed,,Material consumed,960.0000000000,g
2848142Actual-ConsumedMaterialconsumed975.0000000000g,2848142Actual-Consumed,,Material consumed,975.0000000000,g
2848152Actual-ConsumedMaterialconsumed970.0000000000g,2848152Actual-Consumed,,Material consumed,970.0000000000,g
2848270Actual-ConsumedMaterialconsumed606.0000000000g,2848270Actual-Consumed,,Material consumed,606.0000000000,g
2848279Actual-ConsumedMaterialconsumed608.0000000000g,2848279Actual-Consumed,,Material consumed,608.0000000000,g
2848288Actual-ConsumedMaterialconsumed500.0000000000g,2848288Actual-Consumed,,Material consumed,500.0000000000,g
2848297Actual-ConsumedMaterialconsumed503.0000000000g,2848297Actual-Consumed,,Material consumed,503.0000000000,g
2848615Actual-ConsumedMaterialconsumed986.0000000000g,2848615Actual-Consumed,,Material consumed,986.0000000000,g
2848625Actual-ConsumedMaterialconsumed986.0000000000g,2848625Actual-Consumed,,Material consumed,986.0000000000,g
2848646Actual-ConsumedMaterialconsumed627.0000000000g,2848646Actual-Consumed,,Material consumed,627.0000000000,g
2848655Actual-ConsumedMaterialconsumed614.0000000000g,2848655Actual-Consumed,,Material consumed,614.0000000000,g
2848664Actual-ConsumedMaterialconsumed522.0000000000g,2848664Actual-Consumed,,Material consumed,522.0000000000,g
2848673Actual-ConsumedMaterialconsumed525.0000000000g,2848673Actual-Consumed,,Material consumed,525.0000000000,g
2848711Actual-ConsumedMaterialconsumed930.0060000000g,2848711Actual-Consumed,,Material consumed,930.0060000000,g
2848731Actual-ConsumedMaterialconsumed924.9900000000g,2848731Actual-Consumed,,Material consumed,924.9900000000,g
2848890Actual-ConsumedMaterialconsumed648.0000000000g,2848890Actual-Consumed,,Material consumed,648.0000000000,g
2848899Actual-ConsumedMaterialconsumed642.0000000000g,2848899Actual-Consumed,,Material consumed,642.0000000000,g
2848908Actual-ConsumedMaterialconsumed537.0000000000g,2848908Actual-Consumed,,Material consumed,537.0000000000,g
2848917Actual-ConsumedMaterialconsumed546.0000000000g,2848917Actual-Consumed,,Material consumed,546.0000000000,g
2848954Actual-ConsumedMaterialconsumed937.0020000000g,2848954Actual-Consumed,,Material consumed,937.0020000000,g
2848964Actual-ConsumedMaterialconsumed937.9920000000g,2848964Actual-Consumed,,Material consumed,937.9920000000,g
2849099Actual-ConsumedMaterialconsumed924.0000000000g,2849099Actual-Consumed,,Material consumed,924.0000000000,g
2849109Actual-ConsumedMaterialconsumed924.9900000000g,2849109Actual-Consumed,,Material consumed,924.9900000000,g
2849140Actual-ConsumedMaterialconsumed550.0000000000g,2849140Actual-Consumed,,Material consumed,550.0000000000,g
2849149Actual-ConsumedMaterialconsumed558.0000000000g,2849149Actual-Consumed,,Material consumed,558.0000000000,g
2849158Actual-ConsumedMaterialconsumed472.0000000000g,2849158Actual-Consumed,,Material consumed,472.0000000000,g
2849167Actual-ConsumedMaterialconsumed474.0000000000g,2849167Actual-Consumed,,Material consumed,474.0000000000,g
2849245Actual-ConsumedMaterialconsumed924.9900000000g,2849245Actual-Consumed,,Material consumed,924.9900000000,g
2849255Actual-ConsumedMaterialconsumed930.0060000000g,2849255Actual-Consumed,,Material consumed,930.0060000000,g
2849343Actual-ConsumedMaterialconsumed668.0000000000g,2849343Actual-Consumed,,Material consumed,668.0000000000,g
2849352Actual-ConsumedMaterialconsumed669.0000000000g,2849352Actual-Consumed,,Material consumed,669.0000000000,g
2849361Actual-ConsumedMaterialconsumed551.0000000000g,2849361Actual-Consumed,,Material consumed,551.0000000000,g
2849370Actual-ConsumedMaterialconsumed883.0000000000g,2849370Actual-Consumed,,Material consumed,883.0000000000,g
2849502Actual-ConsumedMaterialconsumed908.0060000000g,2849502Actual-Consumed,,Material consumed,908.0060000000,g
2849512Actual-ConsumedMaterialconsumed906.9940000000g,2849512Actual-Consumed,,Material consumed,906.9940000000,g
2849551Actual-ConsumedMaterialconsumed669.0000000000g,2849551Actual-Consumed,,Material consumed,669.0000000000,g
2849560Actual-ConsumedMaterialconsumed-669.0000000000g,2849560Actual-Consumed,,Material consumed,-669.0000000000,g
2849569Actual-ConsumedMaterialconsumed610.0000000000g,2849569Actual-Consumed,,Material consumed,610.0000000000,g
2849578Actual-ConsumedMaterialconsumed615.0000000000g,2849578Actual-Consumed,,Material consumed,615.0000000000,g
2849587Actual-ConsumedMaterialconsumed508.0000000000g,2849587Actual-Consumed,,Material consumed,508.0000000000,g
2849596Actual-ConsumedMaterialconsumed510.0000000000g,2849596Actual-Consumed,,Material consumed,510.0000000000,g
2849664Actual-ConsumedMaterialconsumed899.9980000000g,2849664Actual-Consumed,,Material consumed,899.9980000000,g
2849674Actual-ConsumedMaterialconsumed899.9980000000g,2849674Actual-Consumed,,Material consumed,899.9980000000,g
2849705Actual-ConsumedMaterialconsumed628.0000000000g,2849705Actual-Consumed,,Material consumed,628.0000000000,g
2849714Actual-ConsumedMaterialconsumed614.0000000000g,2849714Actual-Consumed,,Material consumed,614.0000000000,g
2849723Actual-ConsumedMaterialconsumed520.0000000000g,2849723Actual-Consumed,,Material consumed,520.0000000000,g
2849733Actual-ConsumedMaterialconsumed523.0000000000g,2849733Actual-Consumed,,Material consumed,523.0000000000,g
2849763Actual-ConsumedMaterialconsumed954.9980000000g,2849763Actual-Consumed,,Material consumed,954.9980000000,g
2849773Actual-ConsumedMaterialconsumed954.9980000000g,2849773Actual-Consumed,,Material consumed,954.9980000000,g
2849804Actual-ConsumedMaterialconsumed979.9900000000g,2849804Actual-Consumed,,Material consumed,979.9900000000,g
2849814Actual-ConsumedMaterialconsumed979.9900000000g,2849814Actual-Consumed,,Material consumed,979.9900000000,g
2849834Actual-ConsumedMaterialconsumed630.0000000000g,2849834Actual-Consumed,,Material consumed,630.0000000000,g
2849843Actual-ConsumedMaterialconsumed625.0000000000g,2849843Actual-Consumed,,Material consumed,625.0000000000,g
2849852Actual-ConsumedMaterialconsumed523.0000000000g,2849852Actual-Consumed,,Material consumed,523.0000000000,g
2849861Actual-ConsumedMaterialconsumed530.0000000000g,2849861Actual-Consumed,,Material consumed,530.0000000000,g
2849916Actual-ConsumedMaterialconsumed919.9960000000g,2849916Actual-Consumed,,Material consumed,919.9960000000,g
2849926Actual-ConsumedMaterialconsumed919.9960000000g,2849926Actual-Consumed,,Material consumed,919.9960000000,g
2849960Actual-ConsumedMaterialconsumed632.0000000000g,2849960Actual-Consumed,,Material consumed,632.0000000000,g
2849969Actual-ConsumedMaterialconsumed614.0000000000g,2849969Actual-Consumed,,Material consumed,614.0000000000,g
2849978Actual-ConsumedMaterialconsumed527.0000000000g,2849978Actual-Consumed,,Material consumed,527.0000000000,g
2849987Actual-ConsumedMaterialconsumed532.0000000000g,2849987Actual-Consumed,,Material consumed,532.0000000000,g
2850044Actual-ConsumedMaterialconsumed950.0040000000g,2850044Actual-Consumed,,Material consumed,950.0040000000,g
2850054Actual-ConsumedMaterialconsumed950.0040000000g,2850054Actual-Consumed,,Material consumed,950.0040000000,g
2850144Actual-ConsumedMaterialconsumed625.0000000000g,2850144Actual-Consumed,,Material consumed,625.0000000000,g
2850153Actual-ConsumedMaterialconsumed614.0000000000g,2850153Actual-Consumed,,Material consumed,614.0000000000,g
2850162Actual-ConsumedMaterialconsumed522.0000000000g,2850162Actual-Consumed,,Material consumed,522.0000000000,g
2850171Actual-ConsumedMaterialconsumed529.0000000000g,2850171Actual-Consumed,,Material consumed,529.0000000000,g
2850227Actual-ConsumedMaterialconsumed930.0060000000g,2850227Actual-Consumed,,Material consumed,930.0060000000,g
2850237Actual-ConsumedMaterialconsumed930.0060000000g,2850237Actual-Consumed,,Material consumed,930.0060000000,g
2850465Actual-ConsumedMaterialconsumed641.0000000000g,2850465Actual-Consumed,,Material consumed,641.0000000000,g
2850474Actual-ConsumedMaterialconsumed634.0000000000g,2850474Actual-Consumed,,Material consumed,634.0000000000,g
2850483Actual-ConsumedMaterialconsumed533.0000000000g,2850483Actual-Consumed,,Material consumed,533.0000000000,g
2850492Actual-ConsumedMaterialconsumed545.0000000000g,2850492Actual-Consumed,,Material consumed,545.0000000000,g
2850511Actual-ConsumedMaterialconsumed974.9960000000g,2850511Actual-Consumed,,Material consumed,974.9960000000,g
2850521Actual-ConsumedMaterialconsumed974.9960000000g,2850521Actual-Consumed,,Material consumed,974.9960000000,g
2850776Actual-ConsumedMaterialconsumed698.0000000000g,2850776Actual-Consumed,,Material consumed,698.0000000000,g
2850785Actual-ConsumedMaterialconsumed687.0000000000g,2850785Actual-Consumed,,Material consumed,687.0000000000,g
2850794Actual-ConsumedMaterialconsumed580.0000000000g,2850794Actual-Consumed,,Material consumed,580.0000000000,g
2850803Actual-ConsumedMaterialconsumed587.0000000000g,2850803Actual-Consumed,,Material consumed,587.0000000000,g
2850813Actual-ConsumedMaterialconsumed420.0000000000g,2850813Actual-Consumed,,Material consumed,420.0000000000,g
2850823Actual-ConsumedMaterialconsumed444.0000000000g,2850823Actual-Consumed,,Material consumed,444.0000000000,g
2850856Actual-ConsumedMaterialconsumed460.0000000000g,2850856Actual-Consumed,,Material consumed,460.0000000000,g
2850866Actual-ConsumedMaterialconsumed464.0000000000g,2850866Actual-Consumed,,Material consumed,464.0000000000,g
2851050Actual-ConsumedMaterialconsumed470.0000000000g,2851050Actual-Consumed,,Material consumed,470.0000000000,g
2851060Actual-ConsumedMaterialconsumed470.0000000000g,2851060Actual-Consumed,,Material consumed,470.0000000000,g
2851070Actual-ConsumedMaterialconsumed470.0000000000g,2851070Actual-Consumed,,Material consumed,470.0000000000,g
2851080Actual-ConsumedMaterialconsumed470.0000000000g,2851080Actual-Consumed,,Material consumed,470.0000000000,g
2851136Actual-ConsumedMaterialconsumed597.0000000000g,2851136Actual-Consumed,,Material consumed,597.0000000000,g
2851145Actual-ConsumedMaterialconsumed594.0000000000g,2851145Actual-Consumed,,Material consumed,594.0000000000,g
2851154Actual-ConsumedMaterialconsumed500.0000000000g,2851154Actual-Consumed,,Material consumed,500.0000000000,g
2851163Actual-ConsumedMaterialconsumed507.0000000000g,2851163Actual-Consumed,,Material consumed,507.0000000000,g
2851241Actual-ConsumedMaterialconsumed500.0000000000g,2851241Actual-Consumed,,Material consumed,500.0000000000,g
2851251Actual-ConsumedMaterialconsumed500.0000000000g,2851251Actual-Consumed,,Material consumed,500.0000000000,g
2851261Actual-ConsumedMaterialconsumed500.0000000000g,2851261Actual-Consumed,,Material consumed,500.0000000000,g
2851271Actual-ConsumedMaterialconsumed500.0000000000g,2851271Actual-Consumed,,Material consumed,500.0000000000,g
2851336Actual-ConsumedMaterialconsumed633.0000000000g,2851336Actual-Consumed,,Material consumed,633.0000000000,g
2851345Actual-ConsumedMaterialconsumed619.0000000000g,2851345Actual-Consumed,,Material consumed,619.0000000000,g
2851354Actual-ConsumedMaterialconsumed533.0000000000g,2851354Actual-Consumed,,Material consumed,533.0000000000,g
2851363Actual-ConsumedMaterialconsumed530.0000000000g,2851363Actual-Consumed,,Material consumed,530.0000000000,g
2851477Actual-ConsumedMaterialconsumed1023.9900000000g,2851477Actual-Consumed,,Material consumed,1023.9900000000,g
2851487Actual-ConsumedMaterialconsumed1035.9900000000g,2851487Actual-Consumed,,Material consumed,1035.9900000000,g
2851739Actual-ConsumedMaterialconsumed615.0000000000g,2851739Actual-Consumed,,Material consumed,615.0000000000,g
2851748Actual-ConsumedMaterialconsumed615.0000000000g,2851748Actual-Consumed,,Material consumed,615.0000000000,g
2851757Actual-ConsumedMaterialconsumed510.0000000000g,2851757Actual-Consumed,,Material consumed,510.0000000000,g
2851766Actual-ConsumedMaterialconsumed540.0000000000g,2851766Actual-Consumed,,Material consumed,540.0000000000,g
2851948Actual-ConsumedMaterialconsumed1389.9900000000g,2851948Actual-Consumed,,Material consumed,1389.9900000000,g
2851958Actual-ConsumedMaterialconsumed1385.0100000000g,2851958Actual-Consumed,,Material consumed,1385.0100000000,g
2852039Actual-ConsumedMaterialconsumed650.0000000000g,2852039Actual-Consumed,,Material consumed,650.0000000000,g
