PrimaryKey,id,description,value,valueUnitOfMeasure
16387121minutes,163871,Downtime in BREADBLAST05,21,minutes
16394415minutes,163944,Downtime in BREADBLAST04,15,minutes
16390422minutes,163904,Downtime in BREADBLAST05,22,minutes
1639071minutes,163907,Downtime in BREADBLAST05,1,minutes
16391138minutes,163911,Downtime in BREADBLAST04,38,minutes
163912145minutes,163912,Downtime in BREADBLAST04,145,minutes
16390636minutes,163906,Downtime in BREADBLAST05,36,minutes
16395710minutes,163957,Downtime in BREADBLAST05,10,minutes
16396017minutes,163960,Downtime in BREADBLAST04,17,minutes
16392415minutes,163924,Downtime in BREADBLAST04,15,minutes
16392923minutes,163929,Downtime in BREADBLAST06,23,minutes
1639301minutes,163930,Downtime in BREADBLAST06,1,minutes
16393416minutes,163934,Downtime in BREADBLAST04,16,minutes
1643672minutes,164367,Downtime in BREADBLAST05,2,minutes
1643793minutes,164379,Downtime in BREADBLAST06,3,minutes
16439171minutes,164391,Downtime in BREADBLAST06,71,minutes
16432923minutes,164329,Downtime in BREADBLAST05,23,minutes
1643593minutes,164359,Downtime in BREADBLAST06,3,minutes
16439318minutes,164393,Downtime in BREADBLAST06,18,minutes
16439716minutes,164397,Downtime in BREADBLAST06,16,minutes
1610499minutes,161049,Downtime in BREADBLAST05,9,minutes
16106229minutes,161062,Downtime in BREADBLAST05,29,minutes
1611235minutes,161123,Downtime in BREADBLAST07,5,minutes
1610566minutes,161056,Downtime in BREADBLAST07,6,minutes
16113727minutes,161137,Downtime in BREADBLAST06,27,minutes
1611382minutes,161138,Downtime in BREADBLAST06,2,minutes
1610609minutes,161060,Downtime in BREADBLAST06,9,minutes
1611684minutes,161168,Downtime in BREADBLAST07,4,minutes
1611723minutes,161172,Downtime in BREADBLAST05,3,minutes
16118622minutes,161186,Downtime in BREADBLAST05,22,minutes
16119221minutes,161192,Downtime in BREADBLAST05,21,minutes
16117824minutes,161178,Downtime in BREADBLAST05,24,minutes
16119615minutes,161196,Downtime in BREADBLAST05,15,minutes
1611972minutes,161197,Downtime in BREADBLAST05,2,minutes
16120117minutes,161201,Downtime in BREADBLAST05,17,minutes
1685122minutes,168512,Downtime in BREADBLAST07,2,minutes
16851518minutes,168515,Downtime in BREADBLAST04,18,minutes
1685173minutes,168517,Downtime in BREADBLAST04,3,minutes
1685208minutes,168520,Downtime in BREADBLAST07,8,minutes
16852223minutes,168522,Downtime in BREADBLAST06,23,minutes
1685236minutes,168523,Downtime in BREADBLAST04,6,minutes
16852426minutes,168524,Downtime in BREADBLAST06,26,minutes
1685252minutes,168525,Downtime in BREADBLAST06,2,minutes
16853132minutes,168531,Downtime in BREADBLAST04,32,minutes
16856722minutes,168567,Downtime in BREADBLAST04,22,minutes
16856910minutes,168569,Downtime in BREADBLAST04,10,minutes
1685383minutes,168538,Downtime in BREADBLAST07,3,minutes
1685403minutes,168540,Downtime in BREADBLAST04,3,minutes
16854122minutes,168541,Downtime in BREADBLAST04,22,minutes
1685786minutes,168578,Downtime in BREADBLAST07,6,minutes
16859522minutes,168595,Downtime in BREADBLAST04,22,minutes
16860021minutes,168600,Downtime in BREADBLAST04,21,minutes
1686022minutes,168602,Downtime in BREADBLAST07,2,minutes
1686037minutes,168603,Downtime in BREADBLAST04,7,minutes
16471023minutes,164710,Downtime in BREADBLAST05,23,minutes
1647110minutes,164711,Downtime in BREADBLAST05,0,minutes
16470717minutes,164707,Downtime in BREADBLAST06,17,minutes
16474219minutes,164742,Downtime in BREADBLAST05,19,minutes
16476927minutes,164769,Downtime in BREADBLAST06,27,minutes
1578793minutes,157879,Downtime in BREADBLAST07,3,minutes
1579535minutes,157953,Downtime in BREADBLAST07,5,minutes
1579305minutes,157930,Downtime in BREADBLAST07,5,minutes
157961720minutes,157961,Downtime in BREADBLAST04,720,minutes
1579042minutes,157904,Downtime in BREADBLAST06,2,minutes
1579359minutes,157935,Downtime in BREADBLAST06,9,minutes
15793821minutes,157938,Downtime in BREADBLAST07,21,minutes
15794513minutes,157945,Downtime in BREADBLAST07,13,minutes
15797216minutes,157972,Downtime in BREADBLAST07,16,minutes
1579715minutes,157971,Downtime in BREADBLAST07,5,minutes
16218626minutes,162186,Downtime in BREADBLAST06,26,minutes
16219431minutes,162194,Downtime in BREADBLAST07,31,minutes
16055922minutes,160559,Downtime in BREADBLAST05,22,minutes
16045520minutes,160455,Downtime in BREADBLAST05,20,minutes
16046122minutes,160461,Downtime in BREADBLAST05,22,minutes
16046763minutes,160467,Downtime in BREADBLAST05,63,minutes
16046910minutes,160469,Downtime in BREADBLAST05,10,minutes
16047212minutes,160472,Downtime in BREADBLAST06,12,minutes
16047417minutes,160474,Downtime in BREADBLAST04,17,minutes
16047525minutes,160475,Downtime in BREADBLAST05,25,minutes
1604792minutes,160479,Downtime in BREADBLAST04,2,minutes
16048218minutes,160482,Downtime in BREADBLAST07,18,minutes
1605604minutes,160560,Downtime in BREADBLAST05,4,minutes
16048614minutes,160486,Downtime in BREADBLAST05,14,minutes
1605765minutes,160576,Downtime in BREADBLAST07,5,minutes
16049217minutes,160492,Downtime in BREADBLAST07,17,minutes
16049311minutes,160493,Downtime in BREADBLAST07,11,minutes
16061720minutes,160617,Downtime in BREADBLAST05,20,minutes
157325720minutes,157325,Downtime in BREADBLAST07,720,minutes
157326720minutes,157326,Downtime in BREADBLAST07,720,minutes
157327720minutes,157327,Downtime in BREADBLAST07,720,minutes
157328720minutes,157328,Downtime in BREADBLAST07,720,minutes
157329720minutes,157329,Downtime in BREADBLAST07,720,minutes
157330720minutes,157330,Downtime in BREADBLAST07,720,minutes
157331720minutes,157331,Downtime in BREADBLAST07,720,minutes
157332720minutes,157332,Downtime in BREADBLAST07,720,minutes
157333720minutes,157333,Downtime in BREADBLAST07,720,minutes
157334720minutes,157334,Downtime in BREADBLAST07,720,minutes
157335720minutes,157335,Downtime in BREADBLAST07,720,minutes
157336720minutes,157336,Downtime in BREADBLAST07,720,minutes
157337720minutes,157337,Downtime in BREADBLAST07,720,minutes
157338720minutes,157338,Downtime in BREADBLAST07,720,minutes
157339720minutes,157339,Downtime in BREADBLAST07,720,minutes
157340720minutes,157340,Downtime in BREADBLAST07,720,minutes
157341720minutes,157341,Downtime in BREADBLAST07,720,minutes
157342720minutes,157342,Downtime in BREADBLAST07,720,minutes
157343720minutes,157343,Downtime in BREADBLAST07,720,minutes
157344720minutes,157344,Downtime in BREADBLAST07,720,minutes
157345720minutes,157345,Downtime in BREADBLAST07,720,minutes
157346720minutes,157346,Downtime in BREADBLAST07,720,minutes
157347720minutes,157347,Downtime in BREADBLAST07,720,minutes
157348720minutes,157348,Downtime in BREADBLAST07,720,minutes
157349720minutes,157349,Downtime in BREADBLAST07,720,minutes
157350720minutes,157350,Downtime in BREADBLAST07,720,minutes
157351720minutes,157351,Downtime in BREADBLAST07,720,minutes
157352720minutes,157352,Downtime in BREADBLAST07,720,minutes
157353720minutes,157353,Downtime in BREADBLAST07,720,minutes
157354720minutes,157354,Downtime in BREADBLAST07,720,minutes
157355720minutes,157355,Downtime in BREADBLAST07,720,minutes
157356720minutes,157356,Downtime in BREADBLAST07,720,minutes
157357720minutes,157357,Downtime in BREADBLAST07,720,minutes
157358720minutes,157358,Downtime in BREADBLAST07,720,minutes
157359720minutes,157359,Downtime in BREADBLAST07,720,minutes
157360720minutes,157360,Downtime in BREADBLAST07,720,minutes
157361720minutes,157361,Downtime in BREADBLAST07,720,minutes
157362720minutes,157362,Downtime in BREADBLAST07,720,minutes
157363720minutes,157363,Downtime in BREADBLAST07,720,minutes
157364720minutes,157364,Downtime in BREADBLAST07,720,minutes
157365720minutes,157365,Downtime in BREADBLAST07,720,minutes
157366720minutes,157366,Downtime in BREADBLAST07,720,minutes
157367720minutes,157367,Downtime in BREADBLAST07,720,minutes
157368720minutes,157368,Downtime in BREADBLAST07,720,minutes
157369720minutes,157369,Downtime in BREADBLAST07,720,minutes
157370720minutes,157370,Downtime in BREADBLAST07,720,minutes
157371720minutes,157371,Downtime in BREADBLAST07,720,minutes
157372720minutes,157372,Downtime in BREADBLAST07,720,minutes
157373720minutes,157373,Downtime in BREADBLAST07,720,minutes
157374720minutes,157374,Downtime in BREADBLAST07,720,minutes
157375720minutes,157375,Downtime in BREADBLAST07,720,minutes
157376720minutes,157376,Downtime in BREADBLAST07,720,minutes
157377720minutes,157377,Downtime in BREADBLAST07,720,minutes
157378720minutes,157378,Downtime in BREADBLAST07,720,minutes
157379720minutes,157379,Downtime in BREADBLAST07,720,minutes
157380720minutes,157380,Downtime in BREADBLAST07,720,minutes
157381720minutes,157381,Downtime in BREADBLAST07,720,minutes
157382720minutes,157382,Downtime in BREADBLAST07,720,minutes
157383720minutes,157383,Downtime in BREADBLAST07,720,minutes
157384720minutes,157384,Downtime in BREADBLAST07,720,minutes
157385720minutes,157385,Downtime in BREADBLAST07,720,minutes
157386720minutes,157386,Downtime in BREADBLAST07,720,minutes
157387720minutes,157387,Downtime in BREADBLAST07,720,minutes
157388720minutes,157388,Downtime in BREADBLAST07,720,minutes
157389720minutes,157389,Downtime in BREADBLAST07,720,minutes
157390720minutes,157390,Downtime in BREADBLAST07,720,minutes
157391720minutes,157391,Downtime in BREADBLAST07,720,minutes
157392720minutes,157392,Downtime in BREADBLAST07,720,minutes
157393720minutes,157393,Downtime in BREADBLAST07,720,minutes
157394720minutes,157394,Downtime in BREADBLAST07,720,minutes
157395720minutes,157395,Downtime in BREADBLAST07,720,minutes
157396720minutes,157396,Downtime in BREADBLAST07,720,minutes
157397720minutes,157397,Downtime in BREADBLAST07,720,minutes
157398720minutes,157398,Downtime in BREADBLAST07,720,minutes
157399720minutes,157399,Downtime in BREADBLAST07,720,minutes
157400720minutes,157400,Downtime in BREADBLAST07,720,minutes
157401720minutes,157401,Downtime in BREADBLAST07,720,minutes
157402720minutes,157402,Downtime in BREADBLAST07,720,minutes
157403720minutes,157403,Downtime in BREADBLAST07,720,minutes
157404720minutes,157404,Downtime in BREADBLAST07,720,minutes
157405720minutes,157405,Downtime in BREADBLAST07,720,minutes
157406720minutes,157406,Downtime in BREADBLAST07,720,minutes
157407720minutes,157407,Downtime in BREADBLAST07,720,minutes
157408720minutes,157408,Downtime in BREADBLAST07,720,minutes
157409720minutes,157409,Downtime in BREADBLAST07,720,minutes
157410720minutes,157410,Downtime in BREADBLAST07,720,minutes
157411720minutes,157411,Downtime in BREADBLAST07,720,minutes
157412720minutes,157412,Downtime in BREADBLAST07,720,minutes
157413720minutes,157413,Downtime in BREADBLAST07,720,minutes
157414720minutes,157414,Downtime in BREADBLAST07,720,minutes
157415720minutes,157415,Downtime in BREADBLAST07,720,minutes
157416720minutes,157416,Downtime in BREADBLAST07,720,minutes
157417720minutes,157417,Downtime in BREADBLAST07,720,minutes
157418720minutes,157418,Downtime in BREADBLAST07,720,minutes
157419720minutes,157419,Downtime in BREADBLAST07,720,minutes
157420720minutes,157420,Downtime in BREADBLAST07,720,minutes
157421720minutes,157421,Downtime in BREADBLAST07,720,minutes
157422720minutes,157422,Downtime in BREADBLAST07,720,minutes
157423720minutes,157423,Downtime in BREADBLAST07,720,minutes
157424720minutes,157424,Downtime in BREADBLAST07,720,minutes
157425720minutes,157425,Downtime in BREADBLAST07,720,minutes
157426720minutes,157426,Downtime in BREADBLAST07,720,minutes
157427720minutes,157427,Downtime in BREADBLAST07,720,minutes
157428720minutes,157428,Downtime in BREADBLAST07,720,minutes
157429720minutes,157429,Downtime in BREADBLAST07,720,minutes
157430720minutes,157430,Downtime in BREADBLAST07,720,minutes
157431720minutes,157431,Downtime in BREADBLAST07,720,minutes
157432720minutes,157432,Downtime in BREADBLAST07,720,minutes
157433720minutes,157433,Downtime in BREADBLAST07,720,minutes
157434720minutes,157434,Downtime in BREADBLAST07,720,minutes
157435720minutes,157435,Downtime in BREADBLAST07,720,minutes
157436720minutes,157436,Downtime in BREADBLAST07,720,minutes
157437720minutes,157437,Downtime in BREADBLAST07,720,minutes
157438720minutes,157438,Downtime in BREADBLAST07,720,minutes
157439720minutes,157439,Downtime in BREADBLAST07,720,minutes
157440720minutes,157440,Downtime in BREADBLAST07,720,minutes
157441720minutes,157441,Downtime in BREADBLAST07,720,minutes
157442720minutes,157442,Downtime in BREADBLAST07,720,minutes
157443720minutes,157443,Downtime in BREADBLAST07,720,minutes
157444720minutes,157444,Downtime in BREADBLAST07,720,minutes
157445720minutes,157445,Downtime in BREADBLAST07,720,minutes
157446720minutes,157446,Downtime in BREADBLAST07,720,minutes
157447720minutes,157447,Downtime in BREADBLAST07,720,minutes
157448720minutes,157448,Downtime in BREADBLAST07,720,minutes
157449720minutes,157449,Downtime in BREADBLAST07,720,minutes
157450720minutes,157450,Downtime in BREADBLAST07,720,minutes
157451720minutes,157451,Downtime in BREADBLAST07,720,minutes
157452720minutes,157452,Downtime in BREADBLAST07,720,minutes
157453720minutes,157453,Downtime in BREADBLAST07,720,minutes
157454720minutes,157454,Downtime in BREADBLAST07,720,minutes
157455720minutes,157455,Downtime in BREADBLAST07,720,minutes
157456720minutes,157456,Downtime in BREADBLAST07,720,minutes
157457720minutes,157457,Downtime in BREADBLAST07,720,minutes
157458720minutes,157458,Downtime in BREADBLAST07,720,minutes
157459720minutes,157459,Downtime in BREADBLAST07,720,minutes
157460720minutes,157460,Downtime in BREADBLAST07,720,minutes
157461720minutes,157461,Downtime in BREADBLAST07,720,minutes
157462720minutes,157462,Downtime in BREADBLAST07,720,minutes
157463720minutes,157463,Downtime in BREADBLAST07,720,minutes
157464720minutes,157464,Downtime in BREADBLAST07,720,minutes
157465720minutes,157465,Downtime in BREADBLAST07,720,minutes
157466720minutes,157466,Downtime in BREADBLAST07,720,minutes
157467720minutes,157467,Downtime in BREADBLAST07,720,minutes
157468720minutes,157468,Downtime in BREADBLAST07,720,minutes
157469720minutes,157469,Downtime in BREADBLAST07,720,minutes
157470720minutes,157470,Downtime in BREADBLAST07,720,minutes
157471720minutes,157471,Downtime in BREADBLAST07,720,minutes
157472720minutes,157472,Downtime in BREADBLAST07,720,minutes
157473720minutes,157473,Downtime in BREADBLAST07,720,minutes
157474720minutes,157474,Downtime in BREADBLAST07,720,minutes
157475720minutes,157475,Downtime in BREADBLAST07,720,minutes
157476720minutes,157476,Downtime in BREADBLAST07,720,minutes
157477720minutes,157477,Downtime in BREADBLAST07,720,minutes
157478720minutes,157478,Downtime in BREADBLAST07,720,minutes
157479720minutes,157479,Downtime in BREADBLAST07,720,minutes
157480720minutes,157480,Downtime in BREADBLAST07,720,minutes
157481720minutes,157481,Downtime in BREADBLAST07,720,minutes
157482720minutes,157482,Downtime in BREADBLAST07,720,minutes
157483720minutes,157483,Downtime in BREADBLAST07,720,minutes
157484720minutes,157484,Downtime in BREADBLAST07,720,minutes
157485720minutes,157485,Downtime in BREADBLAST07,720,minutes
157486720minutes,157486,Downtime in BREADBLAST07,720,minutes
157487720minutes,157487,Downtime in BREADBLAST07,720,minutes
157488720minutes,157488,Downtime in BREADBLAST07,720,minutes
157489720minutes,157489,Downtime in BREADBLAST07,720,minutes
157490720minutes,157490,Downtime in BREADBLAST07,720,minutes
157491720minutes,157491,Downtime in BREADBLAST07,720,minutes
157492720minutes,157492,Downtime in BREADBLAST07,720,minutes
157493720minutes,157493,Downtime in BREADBLAST07,720,minutes
157494720minutes,157494,Downtime in BREADBLAST07,720,minutes
157495720minutes,157495,Downtime in BREADBLAST07,720,minutes
157496720minutes,157496,Downtime in BREADBLAST07,720,minutes
157497720minutes,157497,Downtime in BREADBLAST07,720,minutes
157498720minutes,157498,Downtime in BREADBLAST07,720,minutes
157499720minutes,157499,Downtime in BREADBLAST07,720,minutes
157500720minutes,157500,Downtime in BREADBLAST07,720,minutes
157501720minutes,157501,Downtime in BREADBLAST07,720,minutes
157502720minutes,157502,Downtime in BREADBLAST07,720,minutes
157503720minutes,157503,Downtime in BREADBLAST07,720,minutes
157504720minutes,157504,Downtime in BREADBLAST07,720,minutes
157505720minutes,157505,Downtime in BREADBLAST07,720,minutes
157506720minutes,157506,Downtime in BREADBLAST07,720,minutes
157507720minutes,157507,Downtime in BREADBLAST07,720,minutes
157508720minutes,157508,Downtime in BREADBLAST07,720,minutes
157509720minutes,157509,Downtime in BREADBLAST07,720,minutes
157510720minutes,157510,Downtime in BREADBLAST07,720,minutes
157511720minutes,157511,Downtime in BREADBLAST07,720,minutes
157512720minutes,157512,Downtime in BREADBLAST07,720,minutes
157513720minutes,157513,Downtime in BREADBLAST07,720,minutes
157514720minutes,157514,Downtime in BREADBLAST07,720,minutes
157515720minutes,157515,Downtime in BREADBLAST07,720,minutes
157516720minutes,157516,Downtime in BREADBLAST07,720,minutes
157517720minutes,157517,Downtime in BREADBLAST07,720,minutes
157518720minutes,157518,Downtime in BREADBLAST07,720,minutes
157519720minutes,157519,Downtime in BREADBLAST07,720,minutes
157520720minutes,157520,Downtime in BREADBLAST07,720,minutes
157521720minutes,157521,Downtime in BREADBLAST07,720,minutes
157522720minutes,157522,Downtime in BREADBLAST07,720,minutes
157523720minutes,157523,Downtime in BREADBLAST07,720,minutes
157524720minutes,157524,Downtime in BREADBLAST07,720,minutes
157525720minutes,157525,Downtime in BREADBLAST07,720,minutes
157526720minutes,157526,Downtime in BREADBLAST07,720,minutes
157527720minutes,157527,Downtime in BREADBLAST07,720,minutes
157528720minutes,157528,Downtime in BREADBLAST07,720,minutes
157529720minutes,157529,Downtime in BREADBLAST07,720,minutes
